81750201133,81750201315,|Mobile, Agile, Argyle|,We will always REMEMBER THE TITANS,|The Mobile, Agile, Argyle comes with one Argyle watch face and one Slate Grey strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201133,81750201321,Mint Julep,|Delicious and refreshing, just like a Modify... except for the taste|,|The Mint Julep comes with one Argyle watch face and one Turquoise strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201133,81750201303,High 25,Never can have too many high fives,|The High 25 comes with one Argyle watch face and one White strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201133,81750201306,Lemon Drop Luxury,Much nicer than normal luxury,|The Lemon Drop Luxury comes with one Argyle watch face and one Yellow strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201301,Bird is the Word,http://www.youtube.com/watch?v=2WNrx2jq184,|The Bird is the Word comes with one Birds Blue watch face and one Black strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201327,The Hitchhiker's Guide to The Modaxy,Because hitchhikers know what the heck they're talking about,|The The Hitchhiker's Guide to The Modaxy comes with one Birds Blue watch face and one Black Glitter strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201304,It's About Flocking Time!,The F-bomb never sounded so peaceful,|The It's About Flocking Time! comes with one Birds Blue watch face and one Blue Light strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201308,|Oh, The Places You'll Go!|,Just be sure to remember all of the little Modifiers who helped you along the way (named by: Rachel Friedman),|The Oh, The Places You'll Go! comes with one Birds Blue watch face and one Blue Royal strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201312,Flock of Beagles,|Instead of wild hair, this rock band has super droopy ears|,|The Flock of Beagles comes with one Birds Blue watch face and one Brown strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201311,Hitchcock,The Birds was a classic scary movie that looking back... wasn't that scary,|The Hitchcock comes with one Birds Blue watch face and one Burnt Orange strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201324,Warbler,These boys recreate pop songs and wrist pieces,|The Warbler comes with one Birds Blue watch face and one Crimson strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201317,Everyday I'm Feathering,Get up. Get down. Put your hands up to the sound.,|The Everyday I'm Feathering comes with one Birds Blue watch face and one Glow In the Dark strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201307,The Real McCaw,http://amazonwiki.org/index.php/Blue_and_Yellow_Macaw (named by: Reya Gaines),|The The Real McCaw comes with one Birds Blue watch face and one Green strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201302,Modi-Fly,This versatile word can be can mean either "flying stylishly" or "looking dope"  (named by: Melissa McIntosh),|The Modi-Fly comes with one Birds Blue watch face and one Grey strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201310,Amsterdam,People from all over the world travel to the Netherlands because it's the place for tulips,|The Amsterdam comes with one Birds Blue watch face and one Lime Green strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201328,Mint Julep,Such a great drink ideaâ¦ that doesn't actually taste very good,|The Mint Julep comes with one Birds Blue watch face and one Mint strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201326,The Blue Footed Booby,|This is a real bird name, for a real bird, for a real awesome watch|,|The The Blue Footed Booby comes with one Birds Blue watch face and one Navy Blue strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201318,Rock Chalk Peacock,No bird would look better with a Modify than the peacock,|The Rock Chalk Peacock comes with one Birds Blue watch face and one Neon Coral strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201320,Egg-cellent,|At Modify, we're all Burns and no Smithers|,|The Egg-cellent comes with one Birds Blue watch face and one Neon Orange strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201330,My Moddy Brings all the Boys to the Yard,Darn right it's better than yours,|The My Moddy Brings all the Boys to the Yard comes with one Birds Blue watch face and one Orchid strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201325,Big Year,Only 345 more species of birds left,|The Big Year comes with one Birds Blue watch face and one Pine Lime strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201316,To Kill a Moddingbird,The one book EVERYONE read.  And for good reason.,|The To Kill a Moddingbird comes with one Birds Blue watch face and one Pink Dark strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201313,Salmon of Capistrano,I'll tell ya where we'll go. Someplace warm. A place where the beer flows like wine. Where beautiful women instinctively flock like the salmon of Capistrano.,|The Salmon of Capistrano comes with one Birds Blue watch face and one Pink Light strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201314,Free Bird!!!!,http://www.youtube.com/watch?v=np0solnL1XY,|The Free Bird!!!! comes with one Birds Blue watch face and one Purple Dark strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201305,Polly Wants a Modify,But will settle for a cracker if you anchor the negotiation properly,|The Polly Wants a Modify comes with one Birds Blue watch face and one Red strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201329,Living on a Prayer,You guessed itâ¦ whoaâ¦. we're half way there,|The Living on a Prayer comes with one Birds Blue watch face and one Robin's Egg Blue strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201322,The Egret's Regret,|It wasn't buying a Modify, that's for sure|,|The The Egret's Regret comes with one Birds Blue watch face and one Royal Purple strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201321,Bluebird on my Shoulder,|This is a real bird name, for a real bird, for a real awesome watch|,|The Bluebird on my Shoulder comes with one Birds Blue watch face and one Seafoam strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201323,Tastes Like Chicken,One of the last sayings in this world that's ALWAYS true,|The Tastes Like Chicken comes with one Birds Blue watch face and one SF Orange strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201315,|Pato, Pato, Ganso|,|Because our latino brethren also love sweet watches and duck, duck, goose|,|The Pato, Pato, Ganso comes with one Birds Blue watch face and one Slate Grey strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201321,Chicken of the Sea,Marketing brilliance at its best.  We should call Modify the Chicken of the Wrist.,|The Chicken of the Sea comes with one Birds Blue watch face and one Turquoise strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201303,Oooooooooo,|It was a grayish, debatably stormy night and the seagulls were ruled the land|,|The Oooooooooo comes with one Birds Blue watch face and one White strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201119,81750201306,Time Flies,And we're having fun  (named by: Allison Perla Rohde - Facebook naming contest winner),|The Time Flies comes with one Birds Blue watch face and one Yellow strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201301,Scent of a Wombat,|Inspired by Scent of a Woman, but with less romance and more cuddly cuteness|,|The Scent of a Wombat comes with one Birds Red watch face and one Black strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201327,The Dynasty,All dynasties start with glitterâ¦ or at least end with glitter. ,|The The Dynasty comes with one Birds Red watch face and one Black Glitter strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201304,|One Fish, Two Fish|,|Red fish, blue fish|,|The One Fish, Two Fish comes with one Birds Red watch face and one Blue Light strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201308,Bluebird of Happiness,As opposed to all those other miserable blue birds,|The Bluebird of Happiness comes with one Birds Red watch face and one Blue Royal strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201312,Zero Gravity,|One goes up, must come down|,|The Zero Gravity comes with one Birds Red watch face and one Brown strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201311,|Mic Check, One, Two|,TURN ME UP IN MY HEADPHONES,|The Mic Check, One, Two comes with one Birds Red watch face and one Burnt Orange strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201324,Marroogundy,Like the deepest shade of red and then deeper - like the soul of a Modify,|The Marroogundy comes with one Birds Red watch face and one Crimson strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201317,Night Owl,Who needs sleep? NOT A NIGHT OWL.,|The Night Owl comes with one Birds Red watch face and one Glow In the Dark strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201307,Splendor in the Grass,Much better than a snake in the grass,|The Splendor in the Grass comes with one Birds Red watch face and one Green strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201302,In-Flight Movie,Best part about flying!,|The In-Flight Movie comes with one Birds Red watch face and one Grey strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201310,Gallapagos,Home of biiiig birds and biiig watches,|The Gallapagos comes with one Birds Red watch face and one Lime Green strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201328,Irish Spring,|No better soap, no better Mod|,|The Irish Spring comes with one Birds Red watch face and one Mint strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201326,Bohemian Waxwing,|This is a real bird name, for a real bird, for a real awesome watch|,|The Bohemian Waxwing comes with one Birds Red watch face and one Navy Blue strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201318,The Mockingjay,|A nice follow up to Hunger Games, but we at Modify prefer the Dragon Tattoo series as a whole|,|The The Mockingjay comes with one Birds Red watch face and one Neon Coral strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201320,Great Migration,|At Modify HQ, the Great Migration is to the Mexican restaurant by the office  each Friday|,|The Great Migration comes with one Birds Red watch face and one Neon Orange strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201330,Heimlich Maneuver,|Good for saving lives and potentially making a friend or two, just like a Modify|,|The Heimlich Maneuver comes with one Birds Red watch face and one Orchid strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201325,Flockify,Rock out with your flock out,|The Flockify comes with one Birds Red watch face and one Pine Lime strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201316,The Pink Robin,Tweetâ¦ tweedleedeet!,|The The Pink Robin comes with one Birds Red watch face and one Pink Dark strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201313,Day Owl,Get way more sleep than a night owl,|The Day Owl comes with one Birds Red watch face and one Pink Light strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201314,Game. Blouses.,Prince strikes again.,|The Game. Blouses. comes with one Birds Red watch face and one Purple Dark strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201305,Chicken Little,The sky is falling!!!,|The Chicken Little comes with one Birds Red watch face and one Red strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201329,The Bad Lip Reader,|You tell us, do big lips make it easier or more difficult to read?|,|The The Bad Lip Reader comes with one Birds Red watch face and one Robin's Egg Blue strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201322,Petie,You sold my dead bird to a blind kid? (http://www.youtube.com/watch?v=1jOnmdUcuG8),|The Petie comes with one Birds Red watch face and one Royal Purple strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201321,The Warbler,Who doesn't enjoy a good warble on occasion?,|The The Warbler comes with one Birds Red watch face and one Seafoam strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201323,Turducken,It's a chicken in a duck in a turkey... and it's amazing.,|The Turducken comes with one Birds Red watch face and one SF Orange strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201315,The Sky is Falling,|Not in a James Bond way, more like a meteor shower way|,|The The Sky is Falling comes with one Birds Red watch face and one Slate Grey strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201321,Gander of Geese,Geese are so special they get their own group name... just like the ModiFamily,|The Gander of Geese comes with one Birds Red watch face and one Turquoise strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201303,Big Country's Wolf Blood,|Ceremonily named after ModiFamily Hall of Famer, ClayVon Lowe|,|The Big Country's Wolf Blood comes with one Birds Red watch face and one White strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201121,81750201306,Abandon All Hope,Adopt all hope.  Confused?,|The Abandon All Hope comes with one Birds Red watch face and one Yellow strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201101,81750201301,The McQueen,A Mod so hot it nearly named itself,|The The McQueen comes with one Black watch face and one Black strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201101,81750201327,All The Glitter is Not Gold,It's actually just glitter.,|The All The Glitter is Not Gold comes with one Black watch face and one Black Glitter strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201101,81750201304,Smells like Teen Spirit,A Modify is the perfect watch for the mosh pit that spontaneously forms whenever this song is played: http://www.lyricsvault.net/history/Mosh.html,|The Smells like Teen Spirit comes with one Black watch face and one Blue Light strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
81750201101,81750201308,The Bar Fight,Sometimes the difference between kicking a$$ and getting youâre a$$ kicked is a sweet looking watch.  And sometimes not.,|The The Bar Fight comes with one Black watch face and one Blue Royal strap. the watch face is removable so that you can mix-and-match faces and straps of all styles from your modify collection. the strap is made from a soft and comfortable silicone material, the face is made from a scratch-resistant polycarbonate and stainless steel.|
